database name	gold	pred	equivalent reason	note
dog_kennels	SELECT T1.first_name ,  T1.last_name ,  T2.size_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id	select T3.first_name , T3.last_name , T1.size_code from Sizes as T1 join Dogs as T2 on T1.size_code = T2.size_code join Owners as T3 on T2.owner_id = T3.owner_id		
dog_kennels	SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id	select Professionals.professional_id , Professionals.role_code , Professionals.email_address from Professionals where  professionals.professional_id not in (select Treatments.professional_id from Treatments  )		
world_1	SELECT COUNT( DISTINCT Continent) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "Chinese"	SELECT count( * ) FROM countrylanguage WHERE Language = 'Chinese'		
cre_Doc_Template_Mgt	SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT'	SELECT count( * ) FROM Ref_Template_Types JOIN Templates  on Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code  JOIN Documents  on Documents.Template_ID = Templates.Template_ID  WHERE Ref_Template_Types.Template_Type_Code = 1		
cre_Doc_Template_Mgt	SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT'	select count(*) from Documents  join Templates on  Documents.Template_ID = Templates.Template_ID  join Ref_Template_Types on  Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code  where  Templates.Template_Type_Code = "value"		
cre_Doc_Template_Mgt	SELECT template_id ,  count(*) FROM Documents GROUP BY template_id	SELECT Templates.Template_ID , count( * ) FROM Templates JOIN Documents  on Documents.Template_ID = Templates.Template_ID  GROUP BY Documents.Template_ID		
employee_hire_evaluation	SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation)	select employee.name from employee where not ( employee.employee_id in ( select evaluation.employee_id from evaluation ) )		
pets_1	SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid	select count ( * ) , StuID from Has_Pet group by StuID		
student_transcripts_tracking	SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1	select Semesters.semester_name , Semesters.semester_id from Student_Enrolment join Students on Student_Enrolment.student_id = Students.student_id join Semesters on Student_Enrolment.semester_id = Semesters.semester_id  group by Semesters.semester_id  order by count(*) desc limit 1		
dog_kennels	SELECT DISTINCT breed_code ,  size_code FROM dogs	select T1.breed_code , T2.size_code from Breeds as T1 join Dogs as T2 on T1.breed_code = T2.breed_code		
car_1	SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';	select avg(cars_data.Edispl) from cars_data join car_names on cars_data.Id = car_names.MakeId join model_list on car_names.Model = model_list.Model where  model_list.Model = 'volvo'		
cre_Doc_Template_Mgt	SELECT Other_Details FROM Paragraphs WHERE paragraph_text  =  'Korea'	select Other_Details from Paragraphs where Paragraph_Text like 1		
tvshow	SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'	select TV_Channel.id from TV_Channel where  tv_channel.id not in (select Cartoon.Channel from Cartoon where  Cartoon.Directed_by = 'Ben Jones'  )		
tvshow	SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;	select count ( distinct series_name ) , count ( * ) from tv_channel		
student_transcripts_tracking	SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id	select Courses.course_name from Student_Enrolment_Courses join Student_Enrolment on Student_Enrolment_Courses.student_enrolment_id = Student_Enrolment.student_enrolment_id join Courses on Student_Enrolment_Courses.course_id = Courses.course_id		
museum_visit	SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  <  2009 INTERSECT SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  >  2011	SELECT T3.Name FROM museum AS T1 JOIN visit AS T2 ON T1.Museum_ID = T2.Museum_ID JOIN visitor AS T3 ON T2.visitor_ID = T3.ID WHERE T1.Open_Year < '2009' INTERSECT SELECT T3.Name FROM museum AS T1 JOIN visit AS T2 ON T1.Museum_ID = T2.Museum_ID JOIN visitor AS T3 ON T2.visitor_ID = T3.ID WHERE T1.Open_Year > '2011'		
dog_kennels	SELECT T1.owner_id ,  T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1	select Owners.owner_id , Owners.last_name from Treatments join Dogs on Treatments.dog_id = Dogs.dog_id join Owners on Dogs.owner_id = Owners.owner_id  group by Owners.owner_id  order by count(*) desc limit 1		
car_1	SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;	select  distinct model_list.Model from cars_data join car_names on cars_data.Id = car_names.MakeId join model_list on car_names.Model = model_list.Model where  cars_data.Year > "value"		
cre_Doc_Template_Mgt	SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland'	SELECT Documents.Document_ID FROM Documents JOIN Paragraphs  on Paragraphs.Document_ID = Documents.Document_ID  WHERE Paragraphs.Paragraph_Text = 1 INTERSECT SELECT Documents.Document_ID FROM Documents JOIN Paragraphs  on Paragraphs.Document_ID = Documents.Document_ID  WHERE Paragraphs.Paragraph_Text = 1		
voter_1	SELECT count(*) FROM area_code_state	select count(AREA_CODE_STATE.state) from AREA_CODE_STATE		
pets_1	SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')	SELECT Student.Major, Student.Age FROM Student WHERE Student.StuID NOT IN (SELECT Student.StuID FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 1)		
car_1	SELECT COUNT(*) FROM ( SELECT T1.CountryId ,  COUNT(*) FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >  2 );	SELECT Count(*) FROM (SELECT car_makers.Country FROM car_makers GROUP BY car_makers.Country HAVING Count(*) > 'terminal')		
car_1	SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;	select count ( * ) from cars_data as T1 join car_names as T2 on T1.Id = T2.MakeId where T1.Cylinders > 1		
tvshow	SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;	SELECT count( TV_Channel.series_name ) , count( * ) FROM TV_Channel		
pets_1	SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat'	SELECT Student.StuID FROM Student EXCEPT SELECT Has_Pet.StuID FROM Has_Pet JOIN Pets  on Has_Pet.PetID = Pets.PetID  WHERE Pets.PetType = 1		
car_1	SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;	select cars_data.horsepower from cars_data where cars_data.accelerate = ( select max ( cars_data.accelerate ) from cars_data )		
student_transcripts_tracking	SELECT count(DISTINCT current_address_id) FROM Students	select distinct count(*) from Students join Addresses on Students.permanent_address_id = Addresses.address_id		
car_1	SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';	select avg ( T3.Edispl ) from model_list as T1 join car_names as T2 on T1.Model = T2.Model join cars_data as T3 on T2.MakeId = T3.Id where T1.Model = 1		
world_1	SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2	SELECT T1.Name,count( * ) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode GROUP BY T1.Name HAVING count( * ) > 2		
museum_visit	SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  <  2009 INTERSECT SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  >  2011	select T3.Name from museum as T1 join visit as T2 on T1.Museum_ID = T2.Museum_ID join visitor as T3 on T2.visitor_ID = T3.ID where T1.Open_Year < 1 intersect select T6.Name from museum as T4 join visit as T5 on T4.Museum_ID = T5.Museum_ID join visitor as T6 on T5.visitor_ID = T6.ID where T4.Open_Year > 1		
student_transcripts_tracking	SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id	select courses.course_name from Student_Enrolment_Courses join Student_Enrolment on Student_Enrolment_Courses.student_enrolment_id = Student_Enrolment.student_enrolment_id join Courses on Student_Enrolment_Courses.course_id = Courses.course_id		
cre_Doc_Template_Mgt	SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1	select Ref_Template_Types.Template_Type_Code from Templates join Ref_Template_Types on Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code  group by Ref_Template_Types.Template_Type_Code  order by count(*) desc limit 1		
dog_kennels	SELECT count(DISTINCT professional_id) FROM Treatments	select count(*) from Treatments join Professionals on Treatments.professional_id = Professionals.professional_id		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	select countrylanguage.Language from countrylanguage  join country on  countrylanguage.CountryCode = country.Code  group by countrylanguage.Language order by count ( * )   DESC  limit 1		
voter_1	SELECT count(*) FROM area_code_state	SELECT Count(DISTINCT AREA_CODE_STATE.state) FROM AREA_CODE_STATE		
network_1	SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  "Kyle"	select count ( * ) from highschooler as t1 join friend as t2 on t1.id = t2.student_id where t1.name = 1 and t1.name = 1		
pets_1	SELECT avg(age) FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid)	SELECT avg(Student.Age) FROM Student WHERE Student.StuID NOT IN (SELECT StuID FROM Has_Pet)		
pets_1	SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat'	select StuID from Student except select T1.StuID from Has_Pet as T1 join Pets as T2 on T1.PetID = T2.PetID where T2.PetType = 1		
course_teach	SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name	SELECT T3.Name,count( * ) FROM course AS T1 JOIN course_arrange AS T2 ON T1.Course_ID = T2.Course_ID JOIN teacher AS T3 ON T2.Teacher_ID = T3.Teacher_ID GROUP BY T3.Name		
orchestra	SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003	select orchestra.record_company from orchestra where orchestra.year_of_founded > 2003 intersect select orchestra.record_company from orchestra where orchestra.year_of_founded < 2003		
cre_Doc_Template_Mgt	SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1	select Templates.Template_ID from Documents join Templates on Documents.Template_ID = Templates.Template_ID  group by Templates.Template_ID having  count(*) > 1		
cre_Doc_Template_Mgt	SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2	SELECT Documents.Document_ID FROM Documents JOIN Paragraphs  on Paragraphs.Document_ID = Documents.Document_ID  GROUP BY Paragraphs.Document_ID HAVING count( * ) >= 1		
dog_kennels	SELECT count(DISTINCT dog_id) FROM Treatments	select count ( * ) from treatments		
car_1	SELECT mpg FROM CARS_DATA WHERE Cylinders  =  8 OR YEAR  <  1980 ORDER BY mpg DESC LIMIT 1;	select max(cars_data.MPG) from cars_data where  cars_data.Cylinders = 8 or cars_data.Year < 1980		
course_teach	SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  "Math"	select teacher.Name from course_arrange join teacher on course_arrange.Teacher_ID = teacher.Teacher_ID join course on course_arrange.Course_ID = course.Course_ID where  course.Course = 'math'		
dog_kennels	SELECT count(DISTINCT professional_id) FROM Treatments	SELECT count( Treatments.professional_id ) FROM Dogs JOIN Treatments  on Treatments.dog_id = Dogs.dog_id		
pets_1	SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat'	SELECT Student.StuID FROM Student EXCEPT SELECT Has_Pet.StuID FROM Has_Pet JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 'terminal'		
car_1	SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;	select count ( * ) from cars_data as T1 join car_names as T2 on T1.Id = T2.MakeId where T1.Horsepower > 1		
car_1	SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;	SELECT count( * ) FROM car_names JOIN cars_data  on cars_data.Id = car_names.MakeId  WHERE cars_data.Horsepower > 1		
tvshow	SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'	select tv_channel.id from TV_Channel where  tv_channel.id not in (select tv_channel.id from Cartoon join TV_Channel on Cartoon.Channel = TV_Channel.id where  cartoon.directed_by = "value"  )		
car_1	SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;	select T3.Model from cars_data as T1 join car_names as T2 on T1.Id = T2.MakeId join model_list as T3 on T2.Model = T3.Model where T1.Year > 1		
cre_Doc_Template_Mgt	SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents	select templates.template_id from Templates where  templates.template_id not in (select Documents.Template_ID from Documents  )		
student_transcripts_tracking	SELECT count(DISTINCT department_id) FROM Degree_Programs	select count ( distinct degree_programs.degree_program_id ) from degree_programs		
voter_1	SELECT count(*) FROM area_code_state	SELECT count(state) FROM AREA_CODE_STATE		
world_1	SELECT COUNT( DISTINCT Continent) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  "Chinese"	SELECT count(*) FROM countrylanguage AS T1 WHERE T1.Language = 1		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	select countrylanguage.language from countrylanguage join country on countrylanguage.CountryCode = country.Code  group by countrylanguage.language  order by count(*) desc limit 1		
network_1	SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	SELECT min( Highschooler.grade ) FROM Highschooler WHERE Highschooler.ID not in ( SELECT Friend.student_id FROM Friend )		
poker_player	SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player)	select people.name from people where not ( people.people_id in ( select poker_player.people_id from poker_player ) )		
pets_1	SELECT avg(age) FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid)	SELECT avg( Student.Age ) FROM Student WHERE Student.StuID not in ( SELECT Has_Pet.StuID FROM Has_Pet )		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	SELECT countrylanguage.Language FROM country JOIN countrylanguage  on countrylanguage.CountryCode = country.Code  GROUP BY countrylanguage.Language ORDER BY count( * ) desc LIMIT 1		
pets_1	SELECT avg(age) FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid)	SELECT avg( Student.Age ) FROM Student WHERE Student.StuID not in ( SELECT Has_Pet.StuID FROM Has_Pet )		
singer	SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song)	select singer.name from singer where not ( singer.singer_id in ( select song.singer_id from song ) )		
world_1	SELECT name FROM city WHERE Population BETWEEN 160000 AND 90000	SELECT country.LocalName FROM country JOIN city WHERE city.Population BETWEEN 1 AND 2		
car_1	SELECT count(*) FROM CARS_DATA WHERE Cylinders  >  4;	select count ( * ) from cars_data as T1 join car_names as T2 on T1.Id = T2.MakeId where T1.Cylinders > 1		
pets_1	SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid	SELECT count( * ) , Has_Pet.StuID FROM Has_Pet JOIN Pets  on Has_Pet.PetID = Pets.PetID  GROUP BY Has_Pet.StuID		
car_1	SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;	select distinct model_list.model from cars_data join car_names on cars_data.Id = car_names.MakeId join model_list on car_names.Model = model_list.Model where  cars_data.year > "value"		
world_1	SELECT count(DISTINCT GovernmentForm) FROM country WHERE Continent  =  "Africa"	SELECT count(*) FROM country AS T1 WHERE T1.Continent = 1		
employee_hire_evaluation	SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name	select count ( * ) , shop.name from hiring join employee on hiring.employee_id = employee.employee_id join shop on hiring.shop_id = shop.shop_id group by shop.name		
car_1	SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';	SELECT cars_data.Accelerate FROM car_names JOIN cars_data  on cars_data.Id = car_names.MakeId  WHERE car_names.Make = 1 or car_names.Make = 1		
course_teach	SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  "Math"	select teacher.Name from course_arrange join teacher on course_arrange.Teacher_ID = teacher.Teacher_ID join course on course_arrange.Course_ID = course.Course_ID where  course.Course = 'Math'		
course_teach	SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  "Math"	select T1.Name from teacher as T1 join course_arrange as T2 on T1.Teacher_ID = T2.Teacher_ID join course as T3 on T2.Course_ID = T3.Course_ID where T3.Course = 1		
cre_Doc_Template_Mgt	SELECT Other_Details FROM Paragraphs WHERE paragraph_text  =  'Korea'	SELECT Other_Details FROM Paragraphs WHERE Paragraph_Text LIKE '%korea%'		
cre_Doc_Template_Mgt	SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  "Robbin CV"	select documents.document_id , templates.template_id , documents.document_description from documents join templates on documents.template_id = templates.template_id where documents.document_name = ' value '		
network_1	SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	select min ( highschooler.grade ) from highschooler where highschooler.id not in ( select friend.student_id from friend )		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	select T1.Language from countrylanguage as T1 join country as T2 on T1.CountryCode = T2.Code group by T1.Language order by count ( * ) desc limit 1		
cre_Doc_Template_Mgt	SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1	select Documents.Document_ID from Paragraphs join Documents on Paragraphs.Document_ID = Documents.Document_ID  group by Documents.Document_ID  order by count(*) asc limit 1		
tvshow	SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'	SELECT TV_Channel.id FROM TV_Channel EXCEPT SELECT TV_Channel.idFROM TV_Channel JOIN Cartoon  on Cartoon.Channel = TV_Channel.id  WHERE Cartoon.Directed_by = 1		
dog_kennels	SELECT count(*) FROM Owners WHERE owner_id NOT IN ( SELECT owner_id FROM Dogs )	select count ( * ) from owners where not ( owners.owner_id in ( select dogs.owner_id from dogs ) )		
pets_1	SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')	SELECT Student.Major, Student.Age FROM Student WHERE Student.StuID NOT IN (SELECT Student.StuID FROM Student JOIN Has_Pet ON Student.StuID = Has_Pet.StuID JOIN Pets ON Has_Pet.PetID = Pets.PetID WHERE Pets.PetType = 1)		
tvshow	SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;	SELECT TV_Channel.Language , count( * ) FROM TV_Channel GROUP BY TV_Channel.Language ORDER BY count( TV_Channel.Language ) asc LIMIT 1		
car_1	SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;	select model_list.model from car_names join model_list on car_names.Model = model_list.Model  group by model_list.model  order by count(*) desc limit 1		
car_1	SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;	select countries.CountryName from car_makers join countries on car_makers.Country = countries.CountryId join continents on countries.Continent = continents.ContId where  continents.Continent = 'europe'  group by countries.CountryName having  count(*) >= 3		
network_1	SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id)	SELECT min( Highschooler.grade ) FROM Highschooler WHERE Highschooler.ID not in ( SELECT Friend.student_id FROM Friend )		
concert_singer	SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert)	select stadium.name from stadium where not ( stadium.stadium_id in ( select concert.stadium_id from concert ) )		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	SELECT countrylanguage.Language FROM country JOIN countrylanguage  on countrylanguage.CountryCode = country.Code  GROUP BY countrylanguage.Language ORDER BY count( * ) desc LIMIT 1		
dog_kennels	SELECT T1.owner_id ,  T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1	select Owners.owner_id , Owners.last_name from Treatments join Dogs on Treatments.dog_id = Dogs.dog_id join Owners on Dogs.owner_id = Owners.owner_id  group by Owners.owner_id  order by count(*) desc limit 1		
cre_Doc_Template_Mgt	SELECT template_id ,  count(*) FROM Documents GROUP BY template_id	SELECT Templates.Template_ID , count( * ) FROM Templates JOIN Documents  on Documents.Template_ID = Templates.Template_ID  GROUP BY Documents.Template_ID		
car_1	SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;	SELECT CountryName FROM countries WHERE CountryId NOT in ( SELECT Country FROM car_makers ) EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId = T2.Country		
course_teach	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID	select T1.Name , T3.Course from teacher as T1 join course_arrange as T2 on T1.Teacher_ID = T2.Teacher_ID join course as T3 on T2.Course_ID = T3.Course_ID		
world_1	SELECT count(DISTINCT GovernmentForm) FROM country WHERE Continent  =  "Africa"	SELECT count(*) FROM country WHERE Continent = 1		
student_transcripts_tracking	SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs	SELECT count( * ) FROM Degree_Programs		
cre_Doc_Template_Mgt	SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1	select templates.template_id from Documents join Templates on Documents.Template_ID = Templates.Template_ID  group by templates.template_id having  count(*) > "value"		
car_1	SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;	select cars_data.horsepower from cars_data where cars_data.accelerate = ( select max ( cars_data.accelerate ) from cars_data )		
course_teach	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name	select teacher.name , course.course from course_arrange join teacher on course_arrange.Teacher_ID = teacher.Teacher_ID join course on course_arrange.Course_ID = course.Course_ID   order by teacher.name asc		
car_1	SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;	select T3.Model from cars_data as T1 join car_names as T2 on T1.Id = T2.MakeId join model_list as T3 on T2.Model = T3.Model order by T1.Horsepower asc limit 1		
voter_1	SELECT count(*) FROM area_code_state	SELECT count( state ) FROM AREA_CODE_STATE		
employee_hire_evaluation	SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000	select shop.district from shop where shop.number_products > 3000 intersect select shop.district from shop where shop.number_products < 10000		
pets_1	SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20	select count ( * ) from Student as T1 join Has_Pet as T2 on T1.StuID = T2.StuID join Pets as T3 on T2.PetID = T3.PetID where T1.Age > 1		
world_1	SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1	SELECT countrylanguage.Language FROM country JOIN countrylanguage  on countrylanguage.CountryCode = country.Code  GROUP BY countrylanguage.Language ORDER BY count( * ) desc LIMIT 1		
world_1	SELECT count(DISTINCT GovernmentForm) FROM country WHERE Continent  =  "Africa"	SELECT count(*) FROM country WHERE Continent = 1		
